run_index,algorithm,seed,decision_index,sim_time,altitude,velocity,current_net,target_net,handover,score_5g,score_lte,score_wifi,sinr_5g,rsrp_5g,delay_5g,throughput_5g,plr_5g,sinr_lte,rsrp_lte,delay_lte,throughput_lte,plr_lte,sinr_wifi,rsrp_wifi,delay_wifi,throughput_wifi,plr_wifi
0,topsis-q,,57,5.700,103.5000,15.8114,0,0,0,0.690199,0.323030,0.504036,5.4885,-89.5115,1.0004,2.1168,1.000000,-12.0842,-112.0842,8.5740,0.5184,0.000000,11.6926,-81.3074,2.4903,0.0000,0.164384
0,topsis-q,,58,5.800,104.0000,15.8114,0,0,0,0.868243,0.307271,0.451358,5.5023,-89.4977,1.0004,2.1168,0.000000,-12.0476,-112.0476,8.5200,0.5184,0.000000,11.5152,-81.4848,2.4797,0.0000,0.164384
0,topsis-q,,59,5.900,104.5000,15.8114,0,0,0,0.870969,0.307601,0.450667,5.5162,-89.4838,1.0004,2.1168,0.000000,-12.0110,-112.0110,8.4660,0.5184,0.000000,11.3399,-81.6601,2.4691,0.0000,0.164384
0,topsis-q,,60,6.000,105.0000,15.8114,0,0,0,0.865486,0.326862,0.454436,5.5300,-89.4700,1.0004,2.0736,0.020408,-11.9744,-111.9744,8.5083,0.5616,0.000000,11.1668,-81.8332,2.6005,0.0000,0.175676
0,topsis-q,,61,6.100,105.5000,15.8114,0,0,0,0.876430,0.308254,0.449296,5.5439,-89.4561,1.0004,2.1168,0.000000,-11.9376,-111.9376,8.4993,0.5184,0.000000,10.9957,-82.0043,2.4756,0.0000,0.175676
0,topsis-q,,62,6.200,106.0000,15.8114,0,0,0,0.879165,0.308577,0.448616,5.5578,-89.4422,1.0004,2.1168,0.000000,-11.9008,-111.9008,8.4453,0.5184,0.000000,10.8267,-82.1733,2.4650,0.0000,0.164384
0,topsis-q,,63,6.300,106.5000,15.8114,0,0,0,0.696191,0.323746,0.501153,5.5717,-89.4283,1.0004,2.1168,1.000000,-11.8639,-111.8639,8.5580,0.5184,0.000000,10.6597,-82.3403,2.4872,0.0000,0.152778
0,topsis-q,,64,6.400,107.0000,15.8114,0,0,0,0.882958,0.315741,0.453443,5.5856,-89.4144,1.0004,2.1168,0.000000,-11.8270,-111.8270,8.4849,0.5616,0.000000,10.4947,-82.5053,2.5698,0.0000,0.162162
0,topsis-q,,65,6.500,107.5000,15.8114,0,0,0,0.887393,0.309533,0.446597,5.5996,-89.4004,1.0004,2.1168,0.000000,-11.7900,-111.7900,8.5080,0.5184,0.000000,10.3315,-82.6685,2.4773,0.0000,0.164384
0,topsis-q,,66,6.600,108.0000,15.8114,0,0,0,0.883939,0.321607,0.444601,5.6135,-89.3865,1.0004,2.0736,0.020408,-11.7529,-111.7529,8.5373,0.5184,0.000000,10.1703,-82.8297,2.5078,0.0000,0.189189
0,topsis-q,,67,6.700,108.5000,15.8114,0,0,0,0.892898,0.310160,0.445268,5.6275,-89.3725,1.0004,2.1168,0.000000,-11.7157,-111.7157,8.4833,0.5184,0.000000,10.0109,-82.9891,2.4725,0.0000,0.164384
0,topsis-q,,68,6.800,109.0000,15.8114,0,0,0,0.699689,0.325359,0.498459,5.6414,-89.3586,1.0004,2.1168,1.000000,-11.6785,-111.6785,8.5127,0.5184,0.000000,9.8533,-83.1467,2.4783,0.0000,0.152778
0,topsis-q,,69,6.900,109.5000,15.8114,0,0,0,0.896919,0.317390,0.450107,5.6554,-89.3446,1.0004,2.1168,0.000000,-11.6412,-111.6412,8.5422,0.5616,0.000000,9.6974,-83.3026,2.5818,0.0000,0.162162
0,topsis-q,,70,7.000,110.0000,15.8114,0,0,0,0.901187,0.311086,0.443298,5.6694,-89.3306,1.0004,2.1168,0.000000,-11.6039,-111.6039,8.4627,0.5184,0.000000,9.5433,-83.4567,2.4684,0.0000,0.164384
0,topsis-q,,71,7.100,110.5000,15.8114,0,0,0,0.896961,0.323198,0.441317,5.6834,-89.3166,1.0004,2.0736,0.020408,-11.5664,-111.5664,8.4920,0.5184,0.000000,9.3908,-83.6092,2.4987,0.0000,0.189189
0,topsis-q,,72,7.200,111.0000,15.8114,0,0,0,0.906734,0.311693,0.442000,5.6975,-89.3025,1.0004,2.1168,0.000000,-11.5290,-111.5290,8.5213,0.5184,0.000000,9.2400,-83.7600,2.4800,0.0000,0.164384
0,topsis-q,,73,7.300,111.5000,15.8114,0,0,0,0.909514,0.311994,0.441355,5.7115,-89.2885,1.0004,2.1168,0.000000,-11.4914,-111.4914,8.4673,0.5184,0.000000,9.0909,-83.9091,2.4693,0.0000,0.164384
0,topsis-q,,74,7.400,112.0000,15.8114,0,0,0,0.699784,0.333591,0.503307,5.7255,-89.2745,1.0004,2.1168,1.000000,-11.4537,-111.4538,8.5225,0.5616,0.000000,8.9433,-84.0567,2.5776,0.0000,0.150685
0,topsis-q,,75,7.500,112.5000,15.8114,0,0,0,0.915084,0.312591,0.440073,5.7396,-89.2604,1.0004,2.1168,0.000000,-11.4160,-111.4160,8.5007,0.5184,0.000000,8.7973,-84.2027,2.4759,0.0000,0.164384
0,topsis-q,,76,7.600,113.0000,15.8114,0,0,0,0.917874,0.312887,0.439437,5.7537,-89.2463,1.0004,2.1168,0.000000,-11.3783,-111.3783,8.5300,0.5184,0.000000,8.6528,-84.3472,2.4817,0.0000,0.175676
0,topsis-q,,77,7.700,113.5000,15.8114,0,0,0,0.911327,0.325740,0.437267,5.7678,-89.2322,1.0004,2.0736,0.020408,-11.3404,-111.3404,8.4760,0.5184,0.000000,8.5098,-84.4902,2.4955,0.0000,0.178082
0,topsis-q,,78,7.800,114.0000,15.8114,0,0,0,0.923459,0.313474,0.438171,5.7819,-89.2181,1.0004,2.1168,0.000000,-11.3025,-111.3025,8.5887,0.5184,0.000000,8.3683,-84.6317,2.4932,0.0000,0.164384
0,topsis-q,,79,7.900,114.5000,15.8114,0,0,0,0.925145,0.320543,0.443655,5.7960,-89.2040,1.0004,2.1168,0.000000,-11.2645,-111.2645,8.4258,0.5616,0.000000,8.2283,-84.7717,2.5574,0.0000,0.162162
0,topsis-q,,80,8.000,115.0000,15.8114,0,0,0,0.706641,0.329032,0.492277,5.8101,-89.1898,1.0004,2.1168,1.000000,-11.2265,-111.2265,8.5387,0.5184,0.000000,8.0896,-84.9104,2.4834,0.0000,0.152778
0,topsis-q,,81,8.100,115.5000,15.8114,0,0,0,0.931839,0.314342,0.436290,5.8243,-89.1757,1.0004,2.1168,0.000000,-11.1883,-111.1883,8.4847,0.5184,0.000000,7.9524,-85.0476,2.4727,0.0000,0.175676
0,topsis-q,,82,8.200,116.0000,15.8114,0,0,0,0.934627,0.314628,0.435667,5.8385,-89.1615,1.0004,2.1168,0.000000,-11.1501,-111.1501,8.5140,0.5184,0.000000,7.8165,-85.1835,2.4785,0.0000,0.164384
0,topsis-q,,83,8.300,116.5000,15.8114,0,0,0,0.925839,0.327529,0.433510,5.8526,-89.1474,1.0004,2.0736,0.020408,-11.1119,-111.1119,8.4600,0.5184,0.000000,7.6819,-85.3181,2.4923,0.0000,0.178082
0,topsis-q,,84,8.400,117.0000,15.8114,0,0,0,0.939277,0.322057,0.440520,5.8668,-89.1332,1.0004,2.1168,0.000000,-11.0735,-111.0735,8.5600,0.5616,0.000000,7.5486,-85.4514,2.5855,0.0000,0.162162
0,topsis-q,,85,8.500,117.5000,15.8114,0,0,0,0.942946,0.315479,0.433812,5.8810,-89.1190,1.0004,2.1168,0.000000,-11.0351,-111.0351,8.4100,0.5184,0.000000,7.4167,-85.5833,2.4581,0.0000,0.164384
0,topsis-q,,86,8.600,118.0000,15.8114,0,0,0,0.707911,0.332093,0.488811,5.8952,-89.1048,1.0004,2.1168,1.000000,-10.9966,-110.9967,8.6060,0.5184,0.000000,7.2860,-85.7140,2.4966,0.0000,0.164384
0,topsis-q,,87,8.700,118.5000,15.8114,0,0,0,0.948418,0.316040,0.432586,5.9095,-89.0905,1.0004,2.1168,0.000000,-10.9581,-110.9581,8.4687,0.5184,0.000000,7.1565,-85.8435,2.4696,0.0000,0.164384
0,topsis-q,,88,8.800,119.0000,15.8114,0,0,0,0.951117,0.316318,0.431975,5.9237,-89.0763,1.0004,2.1168,0.000000,-10.9195,-110.9195,8.4980,0.5184,0.000000,7.0283,-85.9717,2.4754,0.0000,0.164384
0,topsis-q,,89,8.900,119.5000,15.8114,0,0,0,0.937545,0.336304,0.435695,5.9380,-89.0620,1.0004,2.0736,0.020408,-10.8808,-110.8808,8.5403,0.5616,0.000000,6.9013,-86.0987,2.6073,0.0000,0.175676
0,topsis-q,,90,9.000,120.0000,15.8114,0,0,0,0.956399,0.316871,0.430760,5.9522,-89.0478,1.0004,2.1168,0.000000,-10.8420,-110.8420,8.5313,0.5184,0.000000,6.7754,-86.2246,2.4819,0.0000,0.175676
0,topsis-q,,91,9.100,120.5000,15.8114,0,0,0,0.958961,0.317146,0.430154,5.9665,-89.0335,1.0004,2.1168,0.000000,-10.8032,-110.8032,8.3940,0.5184,0.000000,6.6507,-86.3493,2.4549,0.0000,0.164384
0,topsis-q,,92,9.200,121.0000,15.8114,0,0,0,0.711560,0.332480,0.486417,5.9808,-89.0192,1.0004,2.1168,1.000000,-10.7643,-110.7643,8.5900,0.5184,0.000000,6.5271,-86.4729,2.4935,0.0000,0.152778
0,topsis-q,,93,9.300,121.5000,15.8114,0,0,0,0.963292,0.324696,0.435000,5.9951,-89.0049,1.0004,2.1168,0.000000,-10.7253,-110.7253,8.4400,0.5616,0.000000,6.4047,-86.5953,2.5603,0.0000,0.162162
0,topsis-q,,94,9.400,122.0000,15.8114,0,0,0,0.966125,0.317963,0.428348,6.0095,-88.9905,1.0004,2.1168,0.000000,-10.6862,-110.6862,8.5400,0.5184,0.000000,6.2833,-86.7167,2.4836,0.0000,0.164384
0,topsis-q,,95,9.500,122.5000,15.8114,0,0,0,0.950601,0.330256,0.426414,6.0238,-88.9762,1.0004,2.0736,0.020408,-10.6471,-110.6471,8.4860,0.5184,0.000000,6.1631,-86.8369,2.4975,0.0000,0.189189
0,topsis-q,,96,9.600,123.0000,15.8114,0,0,0,0.970202,0.318502,0.427151,6.0382,-88.9618,1.0004,2.1168,0.000000,-10.6079,-110.6079,8.5153,0.5184,0.000000,6.0438,-86.9562,2.4788,0.0000,0.164384
0,topsis-q,,97,9.700,123.5000,15.8114,0,0,0,0.972033,0.318479,0.426553,6.0525,-88.9475,1.0004,2.1168,0.000000,-10.5687,-110.5687,8.4613,0.5184,0.000000,5.9257,-87.0743,2.4682,0.0000,0.164384
0,topsis-q,,98,9.800,124.0000,15.8114,0,0,0,0.709862,0.340240,0.491520,6.0669,-88.9331,1.0004,2.1168,1.000000,-10.5293,-110.5293,8.5742,0.5616,0.000000,5.8085,-87.1915,2.5885,0.0000,0.150685
0,topsis-q,,99,9.900,124.5000,15.8114,0,0,0,0.975706,0.318399,0.425352,6.0813,-88.9187,1.0004,2.1168,0.000000,-10.4899,-110.4899,8.4947,0.5184,0.000000,5.6924,-87.3076,2.4747,0.0000,0.164384
